theta_deg,phi_deg,dir_pec_dBi,dir_opt_dBi,in_target
5.5,77.5,17.734314377306394,9.003235712086946,false
5.5,82.5,17.727009224457866,8.720674775969378,false
5.5,87.5,17.72302235665332,8.45069528893285,false
5.5,92.5,17.72276146032439,8.194512357629609,false
5.5,97.5,17.726236461892817,7.952448989778059,false
5.5,102.5,17.73305892002747,7.724043753992679,false
5.5,107.49999999999999,17.742489159175204,7.508259688727257,false
5.5,112.5,17.753524887999596,7.303770569730873,false
5.5,117.5,17.76501975370364,7.109291045630868,false
5.5,122.49999999999999,17.775816819164476,6.923912615119203,false
5.5,127.50000000000001,17.78488067421822,6.747407139501389,false
5.5,132.5,17.791412725933736,6.580462414951399,false
5.5,137.5,17.79493676174195,6.424819564394609,false
5.5,142.5,17.795345619493553,6.283289658913369,false
5.5,147.49999999999997,17.792904231105954,6.159637468115156,false
5.5,152.5,17.788209031871652,6.058333708550566,false
5.5,157.5,17.782108428070952,5.984192747537827,false
5.5,162.5,17.775593380559712,5.941928350486619,false
5.5,167.5,17.76967081162986,5.9356730707560175,false
5.5,172.5,17.765235006556615,5.968515166857841,false
5.5,177.5,17.762952966465587,6.042109569844838,false
5.5,182.5,17.763178406221623,6.156415990178994,false
5.5,187.5,17.76590570943524,6.309606559464025,false
5.5,192.49999999999997,17.770770000613545,6.498165689588965,false
5.5,197.5,17.777093331452093,6.717176369565388,false
5.5,202.5,17.783970818616144,6.9607550281666555,false
5.5,207.5,17.790385427069918,7.222570766433299,false
5.5,212.5,17.795336721989766,7.496373139196572,false
5.5,217.5,17.797967657208954,7.776458875044252,false
5.5,222.5,17.797674254439904,8.058027791964946,false
5.5,227.5,17.79418548355052,8.337403295180785,false
5.5,232.5,17.787604286335693,8.61211537505087,false
5.5,237.49999999999997,17.77840502649979,8.880859703582411,false
5.5,242.49999999999997,17.76738732136157,9.143354894604474,false
5.5,247.49999999999997,17.75559091150387,9.400123254541173,false
5.5,252.50000000000003,17.744180642716966,9.652220968105556,false
5.5,257.5,17.73431437730639,9.900943513548082,false
5.5,262.5,17.727009224457863,10.147531911549132,false
5.5,267.5,17.72302235665333,10.392904864871186,false
5.5,272.5,17.722761460324396,10.637440029358062,false
5.5,277.5,17.7262364618928,10.880823639768462,false
5.5,282.5,17.733058920027453,11.121981085156719,false
5.5,287.5,17.742489159175186,11.35909221936694,false
5.5,292.5,17.753524887999593,11.589685456830123,false
5.5,297.5,17.765019753703644,11.810795753567763,false
5.5,302.5,17.77581681916447,12.019165017211693,false
5.5,307.5,17.78488067421822,12.211460329679493,false
5.5,312.5,17.79141272593372,12.384485758899812,false
5.5,317.5,17.79493676174195,12.535366890847452,false
5.5,322.5,17.79534561949354,12.661692523546384,false
5.5,327.5,17.79290423110597,12.7616041883101,false
5.5,332.5,17.788209031871645,12.83383048488264,false
5.5,337.5,17.78210842807094,12.877669121239254,false
5.5,342.49999999999994,17.77559338055968,12.892924734477404,false
5.5,347.5,17.76967081162986,12.879814795264071,false
5.5,352.5,17.7652350065566,12.83885886552448,false
5.5,357.5,17.76295296646558,12.770767820152123,false
6.5,2.5,16.868510312074402,12.207291375785484,false
6.5,7.499999999999999,16.87439415312098,12.05634535035712,false
6.5,12.5,16.885072117400494,11.876483197200205,false
6.5,17.5,16.899113726732054,11.668274337804636,false
6.5,22.5,16.91461062201224,11.432171214159524,false
6.5,27.5,16.92941919678978,11.168709159385603,false
6.5,32.5,16.941429356417107,10.878747690826614,false
6.5,37.5,16.948825721763072,10.563721488604267,false
6.5,42.49999999999999,16.950310992968664,10.225867113880797,false
6.5,47.5,16.94526751146197,9.868390705632345,false
6.5,52.5,16.933840739782863,9.495542281772952,false
6.5,57.5,16.916936399686367,9.11256517208399,false
6.5,62.49999999999999,16.896131020894885,8.725497307972672,false
6.5,67.5,16.87350374008179,8.340817799885937,false
6.5,72.5,16.85140542604085,7.964958890820045,false
6.5,77.5,16.832189209400592,7.603736902879451,false
6.5,82.5,16.81793318088013,7.26178710851605,false
6.5,87.5,16.81018973272608,6.942103644509449,false
6.5,92.5,16.809795052858956,6.645776316603886,false
6.5,97.5,16.816765679571304,6.371980934401332,false
6.5,102.5,16.83029724102048,6.1182301817330185,false
6.5,107.49999999999999,16.848865576876566,5.8808455169932685,false
6.5,112.5,16.870415462396974,5.655580740798806,false
6.5,117.5,16.892610239057202,5.438317776871271,false
6.5,122.49999999999999,16.913108884726228,5.225758855824806,false
6.5,127.50000000000001,16.929835936829928,5.016047704358791,false
6.5,132.5,16.94121329102742,4.809259380766645,false
6.5,137.5,16.946329548508498,4.607703198406931,false
6.5,142.5,16.94503061060297,4.415989711028516,false
6.5,147.49999999999997,16.937923516780785,4.240827527417105,false
6.5,152.5,16.926293685840182,4.090543899224274,false
6.5,157.5,16.911943805849706,3.974363083274797,false
6.5,162.5,16.89697069819254,3.901517147424372,false
6.5,167.5,16.883504198699505,3.880288727763586,false
6.5,172.5,16.873438431599,3.9170861865589335,false
6.5,177.5,16.868189232800304,4.01564024076894,false
6.5,182.5,16.86851031207441,4.176410016668429,false
6.5,187.5,16.87439415312099,4.3963006757112,false
6.5,192.49999999999997,16.885072117400505,4.668794243293791,false
6.5,197.5,16.899113726732054,4.984539716718882,false
6.5,202.5,16.914610622012255,5.3323366324292385,false
6.5,207.5,16.929419196789787,5.700331733881875,false
6.5,212.5,16.941429356417096,6.077197254310932,false
6.5,217.5,16.948825721763075,6.45309434457152,false
6.5,222.5,16.950310992968667,6.820314711305483,false
6.5,227.5,16.945267511461985,7.173585950058618,false
6.5,232.5,16.933840739782866,7.5100868503890545,false
6.5,237.49999999999997,16.916936399686353,7.829241842284544,false
6.5,242.49999999999997,16.896131020894877,8.132360538110872,false
6.5,247.49999999999997,16.873503740081773,8.422174740438853,false
6.5,252.50000000000003,16.851405426040856,8.702312843834749,false
6.5,257.5,16.83218920940057,8.976745603381564,false
6.5,262.5,16.81793318088012,9.249238049048639,false
6.5,267.5,16.810189732726094,9.522846849534082,false
6.5,272.5,16.809795052858945,9.799505989310472,false
6.5,277.5,16.8167656795713,10.079741596735435,false
6.5,282.5,16.830297241020492,10.362546325271751,false
6.5,287.5,16.848865576876562,10.645425135925525,false
6.5,292.5,16.870415462396974,10.924601259711618,false
6.5,297.5,16.8926102390572,11.195349172022162,false
6.5,302.5,16.913108884726228,11.452405989768655,false
6.5,307.5,16.929835936829917,11.690406865116547,false
6.5,312.5,16.941213291027402,11.90429353895446,false
6.5,317.5,16.946329548508483,12.089655524384433,false
6.5,322.5,16.945030610602963,12.242976755255572,false
6.5,327.5,16.937923516780774,12.361773910367832,false
6.5,332.5,16.926293685840186,12.444624407879537,false
6.5,337.5,16.911943805849695,12.491092042068797,false
6.5,342.49999999999994,16.89697069819255,12.501566911159758,false
6.5,347.5,16.883504198699505,12.477044041256564,false
6.5,352.5,16.87343843159899,12.418871588195275,false
