theta_deg,phi_deg,dir_bempp_dBi
9.5,352.5,12.759551901362551
9.5,357.5,12.720406171865807
10.5,2.5,10.672047451760518
10.5,7.499999999999999,10.742351057368056
10.5,12.5,10.872639693647695
10.5,17.5,11.044966600288923
10.5,22.5,11.23655243497601
10.5,27.5,11.423339048175523
10.5,32.5,11.58309258089284
10.5,37.5,11.697669245407248
10.5,42.49999999999999,11.754430776414129
10.5,47.5,11.74699778795735
10.5,52.5,11.675556679944904
10.5,57.5,11.546852040337594
10.5,62.49999999999999,11.37386511376651
10.5,67.5,11.175048309143614
10.5,72.5,10.972903982360966
10.5,77.5,10.791724648927858
10.5,82.5,10.654510636777704
10.5,87.5,10.57944541745859
10.5,92.5,10.576698627726051
10.5,97.5,10.646484174802461
10.5,102.5,10.779024474897065
10.5,107.49999999999999,10.956434314837335
10.5,112.5,11.155891863600331
10.5,117.5,11.353170096319872
10.5,122.49999999999999,11.525745552963047
10.5,127.50000000000001,11.655088403201193
10.5,132.5,11.728107264025734
10.5,137.5,11.73792799725415
10.5,142.5,11.684219489115232
10.5,147.49999999999997,11.573200046637789
10.5,152.5,11.417328379688671
10.5,157.5,11.234552085789582
10.5,162.5,11.046902434454704
10.5,167.5,10.878249462981211
10.5,172.5,10.751227760992501
10.5,177.5,10.683710418393469
10.5,182.5,10.685607465942734
10.5,187.5,10.756929898025412
10.5,192.49999999999997,10.887778451027314
10.5,197.5,11.060261586545309
10.5,202.5,11.251689493153673
10.5,207.5,11.438102925229316
10.5,212.5,11.597356084053924
10.5,217.5,11.711371126426046
10.5,222.5,11.767551126863404
10.5,227.5,11.75953724000989
10.5,232.5,11.687522817332551
10.5,237.49999999999997,11.558254036419576
10.5,242.49999999999997,11.384715764015203
10.5,247.49999999999997,11.185371015515223
10.5,252.50000000000003,10.982740766904831
10.5,257.5,10.801140367318025
10.5,262.5,10.66358919129765
10.5,267.5,10.58827665117743
10.5,272.5,10.585358960347161
10.5,277.5,10.655017381269955
10.5,282.5,10.787428830468109
10.5,287.5,10.964658732541663
10.5,292.5,11.163839369783247
10.5,297.5,11.360704740617514
10.5,302.5,11.532699203129571
10.5,307.5,11.661265686871864
10.5,312.5,11.733288883871145
10.5,317.5,11.741874124212735
10.5,322.5,11.68667582745446
10.5,327.5,11.57390946954374
10.5,332.5,11.416050580768843
10.5,337.5,11.2310920852293
10.5,342.49999999999994,11.041145654256468
10.5,347.5,10.870196703268531
