row,col,abs_Z,real_Z,imag_Z
21,8,0.009474746657625774,-0.008290937381650463,0.004585976620060524
21,9,0.023055706057168123,-0.018129847395567892,0.014243391983932726
21,10,0.0043968616970854225,-0.003936270582829398,0.0019591239578058382
21,11,0.023055706057168113,-0.01812984739556788,0.014243391983932721
21,12,0.04997100334634188,-0.01180455394729462,-0.04855670583498763
21,13,0.014609709122638972,-0.00010434313728360477,0.014609336506420208
21,14,0.0019801948994039617,-0.0007633748940787973,0.0018271372719956352
21,15,0.0499710033463419,-0.011804553947294627,-0.048556705834987654
21,16,0.014609709122638988,-0.00010434313728360885,0.014609336506420224
21,17,0.010452109040942032,-0.00907147108428993,-0.0051918200826525035
21,18,0.0058890504318586,-0.0025307867242512654,0.0053175213723432755
21,19,0.013605079175393362,0.004459489075754343,0.012853448430361005
21,20,0.06644330170746046,-0.030533330147045016,-0.05901210123288418
21,21,0.04564381154562763,-0.04512795859135106,0.006842871165678521
